"target","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","mouse.time","mouse.corr","mouse.clicked_name","furcht.response","liebenswert.response","rated_image","age.text","gender.response","pc_frequency.response","reaction_games_frequency.response","neuro_1_rev.response","neuro_2.response","neuro_3.response","neuro_4_rev.response","specific_fear_spider.response","specific_fear_snake.response","id","date"
"gesicht2",0,13,13,9,NA,NA,NA,NA,"[0.6682314001955092]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",0,14,14,13,NA,NA,NA,NA,"[0.635822799988091]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",0,15,15,0,NA,NA,NA,NA,"[1.0322914998978376]","[0]","['dis4']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",1,0,16,13,NA,NA,NA,NA,"[1.7006616001017392]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",1,1,17,5,NA,NA,NA,NA,"[0.7010141997598112]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",1,2,18,6,NA,NA,NA,NA,"[0.8187695001251996]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",1,3,19,10,NA,NA,NA,NA,"[1.034133699722588]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",1,4,20,14,NA,NA,NA,NA,"[1.3360640997998416]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",1,5,21,11,NA,NA,NA,NA,"[0.8032122999429703]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",1,6,22,3,NA,NA,NA,NA,"[0.6858319002203643]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",1,7,23,7,NA,NA,NA,NA,"[0.8843971001915634]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",1,8,24,0,NA,NA,NA,NA,"[0.884144099894911]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",1,9,25,9,NA,NA,NA,NA,"[1.1687428997829556]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",1,10,26,8,NA,NA,NA,NA,"[0.9360233996994793]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",1,11,27,1,NA,NA,NA,NA,"[2.2674568998627365]","[]","[]",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",1,12,28,12,NA,NA,NA,NA,"[1.0187581996433437]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",1,13,29,2,NA,NA,NA,NA,"[1.352239300031215]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",1,14,30,15,NA,NA,NA,NA,"[0.7339800000190735]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",1,15,31,4,NA,NA,NA,NA,"[0.8341851998120546]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",2,0,32,15,NA,NA,NA,NA,"[1.3026330000720918]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",2,1,33,2,NA,NA,NA,NA,"[0.7535298001021147]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",2,2,34,5,NA,NA,NA,NA,"[0.7354043000377715]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",2,3,35,12,NA,NA,NA,NA,"[0.8508457001298666]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",2,4,36,10,NA,NA,NA,NA,"[0.5695338998921216]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",2,5,37,8,NA,NA,NA,NA,"[0.5017580003477633]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",2,6,38,1,NA,NA,NA,NA,"[1.1360071999952197]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",2,7,39,9,NA,NA,NA,NA,"[0.6007060999982059]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",2,8,40,3,NA,NA,NA,NA,"[0.7340645999647677]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",2,9,41,6,NA,NA,NA,NA,"[0.8347465000115335]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",2,10,42,13,NA,NA,NA,NA,"[0.720200200099498]","[0]","['dis3']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",2,11,43,11,NA,NA,NA,NA,"[0.7503459001891315]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",2,12,44,0,NA,NA,NA,NA,"[0.5851456001400948]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",2,13,45,7,NA,NA,NA,NA,"[1.218548099976033]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",2,14,46,4,NA,NA,NA,NA,"[0.9842901001684368]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",2,15,47,14,NA,NA,NA,NA,"[0.8340660999529064]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",3,0,48,12,NA,NA,NA,NA,"[0.6037840000353754]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",3,1,49,11,NA,NA,NA,NA,"[0.9009189000353217]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",3,2,50,14,NA,NA,NA,NA,"[0.7015446000732481]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",3,3,51,8,NA,NA,NA,NA,"[0.7188626998104155]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",3,4,52,15,NA,NA,NA,NA,"[0.9027941999956965]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",3,5,53,10,NA,NA,NA,NA,"[0.9522114000283182]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",3,6,54,6,NA,NA,NA,NA,"[0.902080399915576]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",3,7,55,4,NA,NA,NA,NA,"[0.5686949002556503]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",3,8,56,0,NA,NA,NA,NA,"[1.8690881999209523]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",3,9,57,1,NA,NA,NA,NA,"[1.93390760011971]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",3,10,58,5,NA,NA,NA,NA,"[1.0857773995958269]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",3,11,59,3,NA,NA,NA,NA,"[1.0377877997234464]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",3,12,60,9,NA,NA,NA,NA,"[0.8189981998875737]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",3,13,61,7,NA,NA,NA,NA,"[1.0353687996976078]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",3,14,62,2,NA,NA,NA,NA,"[0.7664291998371482]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",3,15,63,13,NA,NA,NA,NA,"[0.9671709998510778]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",4,0,64,1,NA,NA,NA,NA,"[1.8004461000673473]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",4,1,65,15,NA,NA,NA,NA,"[0.8013420002534986]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",4,2,66,5,NA,NA,NA,NA,"[0.6347583001479506]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",4,3,67,13,NA,NA,NA,NA,"[1.8005699999630451]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",4,4,68,6,NA,NA,NA,NA,"[0.8197718001902103]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",4,5,69,11,NA,NA,NA,NA,"[1.0187615002505481]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",4,6,70,9,NA,NA,NA,NA,"[1.5013442002236843]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",4,7,71,14,NA,NA,NA,NA,"[0.6192228002473712]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",4,8,72,8,NA,NA,NA,NA,"[0.7861506002955139]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",4,9,73,4,NA,NA,NA,NA,"[1.03710460010916]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",4,10,74,0,NA,NA,NA,NA,"[1.0675107999704778]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",4,11,75,12,NA,NA,NA,NA,"[0.8357538999989629]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",4,12,76,2,NA,NA,NA,NA,"[0.6680771000683308]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",4,13,77,10,NA,NA,NA,NA,"[0.5696298000402749]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",4,14,78,7,NA,NA,NA,NA,"[2.901055700145662]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",4,15,79,3,NA,NA,NA,NA,"[1.1020156000740826]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,0,0,0,0,"","","","1","2","zug1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,1,0,1,0,"","","","1","1","auto1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,2,0,2,0,"","","","1","2","spinne1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,3,0,3,0,"","","","1","2","schiff1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,4,0,4,0,"","","","1","1","gruppe1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"","18","1","3","4","2","4","3","2","3","3","001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",0,0,0,10,NA,NA,NA,NA,"[1.5183566000014252]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",0,1,1,14,NA,NA,NA,NA,"[1.5010997999997926]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",0,2,2,9,NA,NA,NA,NA,"[1.318145100000038]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",0,3,3,0,NA,NA,NA,NA,"[1.5686464999998861]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",0,4,4,6,NA,NA,NA,NA,"[0.7862404000006791]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",0,5,5,4,NA,NA,NA,NA,"[1.418257100000119]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",0,6,6,2,NA,NA,NA,NA,"[1.735789799999111]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",0,7,7,1,NA,NA,NA,NA,"[1.2516306999987137]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",0,8,8,7,NA,NA,NA,NA,"[1.2029255999987072]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",0,9,9,8,NA,NA,NA,NA,"[0.968220000000656]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",0,10,10,3,NA,NA,NA,NA,"[1.5678683999994973]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",0,11,11,12,NA,NA,NA,NA,"[0.9170627000003151]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",0,12,12,13,NA,NA,NA,NA,"[2.4850026999993133]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",0,13,13,5,NA,NA,NA,NA,"[1.135065599999507]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",0,14,14,15,NA,NA,NA,NA,"[1.3008484000001772]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",0,15,15,11,NA,NA,NA,NA,"[0.9187374000011914]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",1,0,16,15,NA,NA,NA,NA,"[3.717881300000954]","[0]","['dis2']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",1,1,17,12,NA,NA,NA,NA,"[0.8516952999998466]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",1,2,18,4,NA,NA,NA,NA,"[1.1189768999993248]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",1,3,19,8,NA,NA,NA,NA,"[0.8178165000008448]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",1,4,20,6,NA,NA,NA,NA,"[0.95300270000007]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",1,5,21,5,NA,NA,NA,NA,"[0.7339125999988028]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",1,6,22,11,NA,NA,NA,NA,"[0.6193695000001753]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",1,7,23,1,NA,NA,NA,NA,"[0.9676386000010098]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",1,8,24,2,NA,NA,NA,NA,"[1.418347700000595]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",1,9,25,0,NA,NA,NA,NA,"[0.9169046999995771]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",1,10,26,10,NA,NA,NA,NA,"[0.851036900001418]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",1,11,27,13,NA,NA,NA,NA,"[0.7845335999991221]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",1,12,28,3,NA,NA,NA,NA,"[2.5348329999997077]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",1,13,29,14,NA,NA,NA,NA,"[0.9346946000005119]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",1,14,30,7,NA,NA,NA,NA,"[0.8352462000002561]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",1,15,31,9,NA,NA,NA,NA,"[0.5688410999991902]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",2,0,32,8,NA,NA,NA,NA,"[1.0502076000011584]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",2,1,33,10,NA,NA,NA,NA,"[0.9358439000006911]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",2,2,34,11,NA,NA,NA,NA,"[0.8521235999996861]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",2,3,35,3,NA,NA,NA,NA,"[1.2683127999989665]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",2,4,36,12,NA,NA,NA,NA,"[1.102551099998891]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",2,5,37,0,NA,NA,NA,NA,"[2.202154700000392]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",2,6,38,15,NA,NA,NA,NA,"[1.4503541000012774]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",2,7,39,7,NA,NA,NA,NA,"[0.9017176999986987]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",2,8,40,1,NA,NA,NA,NA,"[0.7181370999987848]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",2,9,41,5,NA,NA,NA,NA,"[0.9523525999993581]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",2,10,42,9,NA,NA,NA,NA,"[0.9028612000001885]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",2,11,43,2,NA,NA,NA,NA,"[1.9019705999999132]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",2,12,44,13,NA,NA,NA,NA,"[1.0180363999988913]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",2,13,45,4,NA,NA,NA,NA,"[1.0676741999996011]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",2,14,46,14,NA,NA,NA,NA,"[1.1681143999994674]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",2,15,47,6,NA,NA,NA,NA,"[0.9183570999994117]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",3,0,48,6,NA,NA,NA,NA,"[0.8350868999987142]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",3,1,49,1,NA,NA,NA,NA,"[0.7682502999996359]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",3,2,50,13,NA,NA,NA,NA,"[1.9839654999996128]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",3,3,51,5,NA,NA,NA,NA,"[1.251452499998777]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",3,4,52,8,NA,NA,NA,NA,"[0.833509399999457]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",3,5,53,10,NA,NA,NA,NA,"[0.9358652999999322]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",3,6,54,11,NA,NA,NA,NA,"[0.6021415999985038]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",3,7,55,0,NA,NA,NA,NA,"[1.6692352999998548]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",3,8,56,12,NA,NA,NA,NA,"[1.0515550000000076]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",3,9,57,4,NA,NA,NA,NA,"[0.6684031999993749]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",3,10,58,14,NA,NA,NA,NA,"[0.9503502000006847]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",3,11,59,3,NA,NA,NA,NA,"[0.9691061000012269]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",3,12,60,15,NA,NA,NA,NA,"[1.1524712999998883]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",3,13,61,9,NA,NA,NA,NA,"[1.1180949000008695]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",3,14,62,7,NA,NA,NA,NA,"[0.9998875000001135]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",3,15,63,2,NA,NA,NA,NA,"[1.684501599998839]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",4,0,64,1,NA,NA,NA,NA,"[0.9183362999992823]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",4,1,65,12,NA,NA,NA,NA,"[0.7513818000006722]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",4,2,66,5,NA,NA,NA,NA,"[0.8171522000011464]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
